id;myzone;neighborhood;going;place;route;routine_id;hub;slots;description;created_at;updated_at;week_days;repeats_until;done;deleted_at;date
;Zona Oeste;Barra da Tijuca;;Rio design;Avenida Das Américas, Linha Amarela;;CT: Bloco H;;;2017-05-18 20:12:49;2017-05-18 20:12:49;5;;;;2017-07-28 17:00:00
;Zona Norte;Jardim Carioca;;Ilha Plaza Shopping;Assai Atacadista, Extra, Casa Show, Estrada do Galeão;;CCS;;"I) R$ 2,00 pra gasolina ajudaria muito.
II) Sem cigarro
III) Horário flexível sábado e domingo";2016-04-26 23:05:49;2017-04-19 11:59:25;1,3,5,6,7;;;;2016-06-12 12:00:00
;Zona Sul;Botafogo;;Rua da Passagem, 39;Linha Vermelha;;CCMN;;Pela Linha Vermelha e Rebouças;2019-07-05 08:52:23;2019-07-05 08:52:23;1,2,3,4,5;2019-09-08;;;2019-07-17 08:15:00
;Zona Norte;Tijuca;;Andrade Neves;Linha Vermelha, Leopoldina, Aven. Maracanã;;CT: Bloco D;;"Não estou conseguindo aceitar pedidos pelo aplicativo. Falar por whats app ou sms: 996212525.
Posso sair em horário um pouco diferente, dependendo da hora que a aula terminar.
Aceito contribuições.";2016-06-22 19:44:58;2017-04-19 11:59:25;;;;;2016-06-22 20:40:00
;Zona Sul;Botafogo;;Cobal ;Linha Vermelha - Rebouças ;;CT: Bloco D;;Bloco E (não é o D);2016-04-27 18:17:55;2017-04-19 11:59:25;3;;;;2016-06-08 21:00:00
;Zona Norte;Tijuca;;Largo 2af;Haddock Lobo, Campos Sales America;;CT;;"Saindo 6.30h da Alfredo Pinto 
";2016-12-05 06:17:14;2017-04-19 11:59:25;;;;;2016-12-05 06:45:00
;Centro;Centro (Bairro);;Aeroporto Santos Dumont;Presidente Varga e Rio Branco;;CCMN: Frente;;;2017-05-02 08:52:39;2017-05-02 08:52:39;1,2,3,4;;;;2017-05-10 14:58:00
;Zona Norte;Tijuca;;Usina, Praça Xavier de Brito, Extra Maracanã, Shopping Tijuca, Maracanã, Quinta da Boa Vista, Feira de São Cristóvão;Usina, Rua São Miguel, Rua Pinto Guedes, Av. Maracanã, Barão de Mesquita, Rua Major Ávila, Av. Maracanã, Av. Osvaldo Aranha, Rua Gal. Herculano Gomes, Av. do Exército, Linha Vermelha. ;;CT;;Contribuições monetárias são bem vindas, sem valor pré-determinado, mas também sem obrigação. ;2016-04-18 21:00:39;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-09 08:00:00
;Zona Sul;Copacabana;;rua siqueira campos, 225 proximo ao teatro net;botafogo, humaita, linha vermelha;;CCMN;;"Não fumo, ajuda com gasolina é 
bem- vinda!";2016-06-03 17:00:51;2017-04-19 11:59:25;;;;;2016-06-03 18:30:00
;Zona Sul;Laranjeiras;;Maternidade perinatal;Túnel Santa Bárbara, Presidente Vargas, Linha Vermelha, Fundão;;CCS;;;2016-06-14 11:13:29;2017-04-19 11:59:25;1,2,3,4;;;;2016-06-22 09:00:00
;Zona Oeste;Barra de Guaratiba;;Recreio Shopping ;Av. das Américas (ou Lúcio Costa) - Ayrton Senna - Linha Amarela;;CT: Bloco A;;"Contribuição sugerida.: 6 reais
WhatsApp.: 999436806";2016-09-29 09:39:31;2017-04-19 11:59:25;;;;2016-09-29 09:40:01;2016-09-29 16:00:00
;Zona Norte;Vila Isabel;;Praca 7;Praca7, Ufrj;;CT: Bloco D;;;2016-06-06 22:25:22;2017-04-19 11:59:25;;;;2016-06-06 22:25:28;2016-06-06 23:00:00
;Zona Sul;Copacabana;;praca cardeal Arcoverde;binário, santa barbara, Botafogo;;CT: Bloco D;;;2018-04-03 09:14:58;2018-04-03 09:14:58;1,2,4;;;;2018-05-03 12:15:00
;Zona Sul;São Conrado;;Village mall;Túnel Acústico, Lagoa, Linha Vermelha;;CT: Bloco A;;Não fumo e peço uma contribuição de 4 reais pra gasolina :);2017-05-16 22:52:45;2017-05-16 22:52:45;3,5;;;;2017-06-28 08:00:00
;Zona Sul;Copacabana;;Estação Cantagalo ;Lagoa, Rebouças;;CCS;;;2016-04-09 20:00:54;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-25 08:00:00
;Zona Norte;Tijuca;;São Francisco xavier;Afonso pena;;CCMN: Fundos;;;2016-04-18 16:15:48;2017-04-19 11:59:25;4;;;;2016-05-05 13:00:00
;Baixada;Nilópolis;;Avenida Mirandela ;;;CT: Bloco A;;;2016-04-11 13:45:32;2017-04-19 11:59:25;5;;;;2016-05-27 17:00:00
;Zona Norte;Pavuna;;rua mercúrio;linha vermelha e ou av brasil ;;CT: Bloco H;;;2016-11-18 06:59:34;2017-04-19 11:59:25;;;;;2016-11-18 17:00:00
;Grande Niterói;São Gonçalo;;Jardim Catarina;Via BR-101;;CT: Bloco A;;Colaboração de R$6;2018-12-05 10:36:47;2018-12-05 10:36:47;1,2,3,4,5;2019-02-05;;;2019-01-03 15:00:00
;Zona Norte;Monero;;Corredor esportivo;Estrada das Canárias;;CCS;;R$ 3,00 pra ajudar na gasolina.;2017-05-06 09:36:34;2017-05-06 09:36:34;1,2,4,5;;;;2017-06-22 07:00:00
;Baixada;Magé;;;rio magé, Washington Luiz, parada angelica, Santa Lúcia, piabetá, imbarie ;;CCS: Frente;;Não fumo, ar condicionado ;2016-04-11 23:58:40;2017-04-19 11:59:25;2,4;;;;2016-04-26 16:00:00
;Zona Oeste;Recreio dos Bandeirantes;;Glaucio Gil;Linha Amarela ;;CCS;;Saio da praia do recreio todo dia por volta das 11:30 da manhã. Peço 5 reais pra ajudar no pedágio e na gasolina. ;2016-06-20 09:25:28;2017-04-19 11:59:25;1,2,3,4,5;;;2016-06-20 09:39:55;2016-06-28 11:30:00
;Baixada;Duque de Caxias;;Mario Lioni;Mario Lioni, Estação, Unigranrio, Praça Humaitá, Caxias D'or;;CT;;"contribuição de 4 reais para a gasolina ;)";2017-05-11 08:52:55;2017-05-11 08:52:55;2,3,4,5;;;;2017-06-30 08:00:00
;Zona Norte;Del Castilho;;Escola LBV;Shooping Nova América;;CT;;"Passo 7:45 - 7:50 em frente ao Shooping Nova América.
  Qualquer contribuição para gasolina é bem vinda.";2019-06-16 20:24:22;2019-06-16 20:24:22;1,2,3,4,5;2019-08-17;;;2019-06-28 08:00:00
;Zona Norte;Maracanã;;UVA;Rua Ibituruna, Passarela De São Cristóvão, Praça Da Bandeira, Leopoldina;;CT;;;2016-06-12 16:18:08;2017-04-19 11:59:25;3;;;2016-06-12 23:52:52;2016-07-13 07:40:00
;Zona Oeste;Recreio dos Bandeirantes;;Barra bonita, atrás do Recreio Shopping;Av. Das Américas;;CCMN: Fundos;;;2016-10-27 23:18:14;2017-04-19 11:59:25;;;;2016-10-27 23:18:26;2016-10-28 00:00:00
;Zona Norte;Monero;;Corredor esportivo;Estrada das Canárias;;CCS;;R$ 3,00 pra ajudar na gasolina.;2017-05-06 09:36:34;2017-05-06 09:36:34;1,2,4,5;;;;2017-05-18 07:00:00
;Zona Norte;Cachambi;;Praça Avaí;Norte Shopping;;Letras;;Não fumo;2017-05-14 10:15:59;2017-05-14 10:15:59;3,5;;;;2017-07-12 15:40:00
;Baixada;Duque de Caxias;;Mario Lioni;Mario Lioni, Estação, Unigranrio, Praça Humaitá, Caxias D'or;;CT;;"contribuição de 4 reais para a gasolina ;)";2017-05-11 08:53:01;2017-05-11 08:53:01;2,3,4,5;;;;2017-06-29 08:00:00
;Zona Sul;Flamengo;;Largo do Machado;Túnel Santa Bárbara;;CCS: Frente;;;2016-04-20 10:34:59;2017-04-19 11:59:25;3;;;2016-05-04 12:29:15;2016-05-11 11:00:00
;Zona Oeste;Barra da Tijuca;;"Península; Rosas";Linha Amarela;;CT;;;2019-03-13 11:18:43;2019-03-13 11:18:43;2,3;2019-07-19;;;2019-05-07 10:00:00
;Zona Norte;Tijuca;;Rua Afonso Pena;Leopoldina -> Dr. Satamine;;CT: Bloco H;;Saída às 18h;2016-04-28 21:00:54;2017-04-19 11:59:25;;;;2016-04-28 21:01:07;2016-04-29 18:30:00
;Zona Oeste;Barra da Tijuca;;cittá;av. americas;;Letras;;;2016-04-11 19:50:36;2017-04-19 11:59:25;1,3,5;;;;2016-05-02 22:00:00
;Centro;Centro (Bairro);;Pedra Do Sal;Parque Tecnológico, Reitoria/Letras, Ponte do Saber, Binário do Porto, Barão de Tefé, Camerino, Senador Pompeu, Morro da Conceição;;Reitoria;;;2016-04-28 03:13:08;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-20 18:00:00
;Zona Oeste;Barra da Tijuca;;Villas da barra;Aroazes, Abelardo, Linha Amarela.;;CT: Bloco D;;Se possível, 5 reais pra ajudar na gasolina e pedágio. Se não responder aqui, manda whats: 21 999662048;2016-09-19 14:44:09;2017-04-19 11:59:25;1,2,3,4;;;;2016-11-15 17:00:00
;Baixada;Nilópolis;;Rodoviária Nilópolis, prezunic;Linha Vermelha;;CT: Bloco A;;;2016-05-03 17:53:20;2017-04-19 11:59:25;2;;;;2016-05-24 19:30:00
;Zona Sul;Botafogo;;Largo dos leões;Ct, Ponte Do Saber, Linh Vermelha,leopoldina(opcional), Viaduto Paulo De F, Reboucas, Fonte Da Saudade, Humaita, Botafogo;;CT: Bloco H;;;2016-04-10 00:15:00;2017-04-19 11:59:25;2,4;;;2016-04-11 12:45:02;2016-07-21 01:00:00
;Zona Norte;Portuguesa;;Shopping Ilha Plaza ;Canárias/Estrada do Galeão ;;CCS;;;2016-04-09 18:06:12;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-16 08:00:00
;Zona Sul;Humaitá;;Rua Fonte da Saudade;Rua Fonte da Saudade/Rebouças;;CT: Bloco D;;;2016-04-26 22:48:33;2017-04-19 11:59:25;4;;;;2016-06-09 12:00:00
;Zona Oeste;Recreio dos Bandeirantes;; Próximo  academia rio sport center;Avenida Das Americas - Ayrton Senna - Linha Amarela - Fundão;;CT;;;2016-04-13 16:59:37;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-13 17:03:25;2016-04-25 08:00:00
;Zona Sul;Botafogo;;Voluntários ;Túnel Rebouças ;;CT: Bloco A;;;2016-09-22 12:46:05;2017-04-19 11:59:25;2,3,4,5;;;;2016-11-02 08:00:00
;Zona Norte;Tijuca;;Igreja São Francisco Xavier;São Francisco Xavier, Praça Da Bandeira, Leopoldina, Av. Brasil, Linha Vermelha;;Reitoria;;;2016-04-13 20:11:06;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-13 20:14:54;2016-07-19 20:00:00
;Zona Norte;Bento Ribeiro;;ponto letras;Saída 3 da linha amarela, podendo passar pela Dom Hélder Câmara, Estrada Intendente Magalhães toda. ;;Letras;;Peço a contribuição de R$ 3,00. Posso deixar nos bairros de Marechal Hermes e Bento Ribeiro.;2016-05-18 19:11:01;2017-04-19 11:59:25;;;;;2016-05-18 20:00:00
;Zona Sul;Copacabana;;Santa clara;Linha Vermelha - Reboucas;;CT: Bloco A;;;2016-04-14 11:30:36;2017-04-19 11:59:25;;;;2016-04-14 11:31:00;2016-04-14 18:00:00
;Zona Oeste;Freguesia de Jacarepaguá;;Perto do restaurante Balada Mix;Linha Amarela;;CT: Bloco A;;"Não fumo e uma ajuda pro pedágio é sempre bem-vinda ;)";2016-05-30 15:16:06;2017-04-19 11:59:25;1;;;2016-06-06 16:58:44;2016-06-20 17:00:00
;Baixada;São João de Meriti;;Casa do Alemão;Linha Vermelha até a Dutra, altura da igreja de Agostinho Porto;;CT: Bloco H;;Peço 4 reais para ajudar no combustível. Posso buscar em Vilar dos Teles ou no centro de SJM. Desejável ter o dinheiro trocado, pois pode acontecer de eu não ter troco. Utilizo o Waze, em caso de engarrafamento;2016-09-09 01:12:50;2017-04-19 11:59:25;5;2017-01-16;;;2016-09-16 15:00:00
;Zona Norte;Tijuca;;Metrô Uruguai - R. José Higino;São Cristovão, Maracanã ;;CT: Bloco H;;Saio as 7:30!;2016-12-13 23:46:45;2017-04-19 11:59:25;;;;2016-12-14 07:28:48;2016-12-14 08:00:00
;Zona Sul;Botafogo;;Rua Eduardo Guinle;Fundão, Linha Vermelha, Leopoldina, Prefeitura, Santa Bárbara, Pinheiro Machado, Botafogo;;CT: Bloco D;;;2016-04-14 09:28:50;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-14 09:34:13;2016-06-15 17:00:00
;Zona Norte;Méier;;ponto de onibus da rua carolina santos em frente ao numero 119;rua adriano, rua piaui, av. don helder camara, linha amarela;;CT;;"saio do ponto combinado as 8:30. aceito ajuda para gasolina, sem valor fixo.
as vezes o aplicativo nao manda notificacao, confirmar no whatsapp 995297880";2016-05-23 06:54:16;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-06-21 08:30:00
;Grande Niterói;Centro (Niterói);;Icaraí ;Linha Vermelha, Ponte, Jansen de Melo, Gavião Peixoto ;;Reitoria;;"Não fumo.
Quem puder, contribui com R$6 pra ajudar na gasolina! #crise ";2016-07-08 00:36:51;2017-04-19 11:59:25;;;;;2016-07-08 13:30:00
;Zona Sul;Laranjeiras;;Fluminense ; LV Leopoldina Pres. Vargas Sta.barbara;;CT: Bloco D;;"Aceito contribuições para a gasolina. O preço do ônibus, por ex... 
saindo entre 17-17:30.";2017-04-12 08:09:30;2017-04-19 11:59:25;;;;;2017-04-12 17:30:00
;Zona Norte;Tijuca;;perto do largo da segunda feira;Doutor Satamini, Afonso Pena;;CCMN: Frente;;conto com 4 reais para ajuda de gasolina;2017-05-11 14:08:20;2017-05-11 14:08:20;2,4;;;;2017-08-03 19:00:00
;Zona Norte;Andaraí;;Próximo ao Tijolinho;Maxuel - Maracanã - Linha Vermelha;;CT: Bloco H;;4 reais para ajudar no combustível.;2017-07-11 23:10:03;2017-07-11 23:10:03;1,2,3,4,5;;;;2017-07-28 13:00:00
;Zona Norte;Tijuca;;Feira de São Cristóvão, Quinta da Boa Vista, Maracanã, Shopping Tijuca, Extra Maracanã, Praça Xavier de Brito, Largo da Usina.;Linha Vermelha, Campo de São Cristóvão, Av. Rotary Internacional, Viaduto Oduvaldo Cozzi, Av. Maracanã, Rua Gal. Espírito Santo Cardoso, Rua São Miguel, Largo da Usina, Rua Rocha Miranda;;CT: Bloco H;;"Contribuições monetárias, sem valor pré-determinado, são bem vindas. 
Contato alternativo: Tel.: 98093-4277.";2016-07-28 07:28:07;2017-04-19 11:59:25;1,2,3,4,5;;;2016-08-02 09:13:42;2016-08-04 19:30:00
;Zona Norte;Grajaú;;;Maracanã, São Cristovão, Linha Vermelha;;Letras;;;2016-11-29 18:20:44;2017-04-19 11:59:25;3,4;;;2016-11-29 18:21:06;2016-12-01 09:00:00
;Zona Sul;Leme;;;santa bárbara;;CT: Bloco A;;"nao fumo
";2016-04-15 17:13:00;2017-04-19 11:59:25;;;;2016-04-15 18:00:56;2016-04-15 18:00:00
;Zona Sul;Copacabana;;Rua Santa Clara;Linha Vermelha, Rebouças, Humaitá, Tunel Velho;;CCS: Frente;;;2016-04-28 09:05:43;2017-04-19 11:59:25;4;2016-06-28;;;2016-04-28 21:30:00
;Zona Sul;Catete;;Palácio do Catete;Largo do Machado, Rua das Laranjeiras...;;CT;;"Aceito contribuições de R$: 4,00
Saída 7:30

";2016-05-05 23:28:06;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-10 08:00:00
;Zona Norte;Tijuca;;Rua Afonso Pena;;;CT: Bloco H;;;2016-06-06 14:51:48;2017-04-19 11:59:25;;;;2016-06-06 16:40:38;2016-06-06 17:00:00
;Zona Sul;Leblon;;afranio;lagoa (borges ou epitacio);;CT: Bloco A;;;2016-04-27 23:59:04;2017-04-19 11:59:25;1,3;;;;2016-07-04 16:00:00
;Zona Sul;Copacabana;;CCS;rebouças, humaitá, real grandeza, siqueira campos;;CCS: Frente;;3.50 de ajuda na gasolina 😊;2016-06-02 11:56:47;2017-04-19 11:59:25;;;;;2016-06-02 17:00:00
;Zona Norte;Tijuca;;rua do pizza grill ;lv, são Cristóvão, maracanã, rua Soriano de Sousa ;;CT: Bloco H;;;2016-07-26 15:17:23;2017-04-19 11:59:25;;;;;2016-07-26 18:10:00
;Zona Oeste;Barra da Tijuca;;Santa Mônica;Linha Amarela;;CT: Bloco A;;;2016-05-02 12:40:23;2017-04-19 11:59:25;1,2,3,4;;;2016-05-18 18:26:55;2016-05-30 15:00:00
;Zona Sul;Gávea;;Clube do Flamengo;Lagoa - Túnel Rebouças;;CT;;"Saio as 9:15
Cobro R$ 4,00";2016-04-14 18:59:04;2017-04-19 11:59:25;3;;;;2016-06-08 10:00:00
;Zona Sul;Copacabana;;Posto 3;Tunel Velho , Cemiterio Sao Joao Batista, Humaita, Rebouças, Linhas vermelha;;CT;;;2016-05-03 23:01:16;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-06-13 08:00:00
;Zona Oeste;Barra da Tijuca;;Rio design shopping;Linha Amarela;;CT;;;2016-04-11 16:13:10;2017-04-19 11:59:25;2;;;2016-04-18 14:00:26;2016-05-24 08:00:00
;Zona Norte;Tijuca;;igreja de santo afonso;;;CT;;"contribuição para gasolina: R$3
não fumante";2016-08-29 20:33:36;2017-04-19 11:59:25;1,2,3,4;;;;2016-08-31 07:50:00
;Zona Norte;Brás de Pina;;Próximo à estação ;;;CT: Bloco A;;Peço colaboração de 3 reais.;2016-11-08 08:46:26;2017-04-19 11:59:25;2,4;;;;2016-12-20 20:00:00
;Zona Norte;Bonsucesso;;;;;CT;;;2016-04-11 08:49:23;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-11 09:15:00;2016-05-09 10:00:00
;Zona Norte;Vila Isabel;;Pedro Ernesto;Linha Vermelha;;CCS: Frente;;;2019-02-14 22:42:32;2019-02-14 22:42:32;1,2,3,4,5;2019-04-15;;;2019-04-01 18:00:00
;Zona Sul;Flamengo;;;;;CCS;;;2016-07-05 09:22:24;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-08-05 10:00:00
;Zona Oeste;Cosmos;;Estação BRT cosmos;Estrada do campinho, avenida brasil direto;;EEFD;;Na carona do wesclão a galera da Z.O. fica feliz.;2019-03-27 23:37:03;2019-03-27 23:37:03;1,2,3,4,5;2019-07-28;;;2019-04-02 15:10:00
;Zona Norte;Tijuca;;Veiga de Almeida;Veiga de Almeida, Radial Oeste, Praça da Bandeira, Francisco Bicalho, Av Brasil, Linha Vermelha;;CT;;Pequenos desvios podem ser feitos. Contribuição de R$ 4,00 para gasolina. ;2017-04-06 10:27:12;2017-04-19 11:59:25;2,4,5;;;;2017-04-20 08:10:00
;Zona Norte;Tijuca;;Leopoldina, Praça Afonso Pena, Praça Saens Peña, Supermercado Guanabara Tijuca.;Linha Vermelha, Rua Francisco Eugênio, Av. Francisco Bicalho, Av. Paulo de Fronting, Rua Dr. Satamini, Av. Heitor Beltrão, Rua Almirante Cochrane;;CT: Bloco H;;"Contribuições monetárias, sem valor pré-determinado, são bem vindas. 
Contato alternativo: Tel.: 98093-4277. Combine com antecedência o horário e chegue com antecedência.";2016-10-13 15:03:56;2017-04-19 11:59:25;2,4;;;2016-10-13 15:05:43;2016-12-15 16:00:00
;Zona Norte;Vista Alegre;;Barril 8.000 / Toca do Boi;Geralmente pela Lobo Junior, Av. Brás de Pina, Largo do Bicão etc.;;CCS: HUCFF;;"Saio geralmente por volta das 17h, mas dá para esperar um pouco.
Qualquer coisa só chamar no whatsapp.
Se possível, aceito uma contribuição de R$4. :) 
#foratemer";2016-09-05 15:00:04;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-10-25 17:00:00
;Zona Oeste;Barra da Tijuca;;Rio design;Avenida Das Américas, Linha Amarela;;CT;;Me apresente músicas novas ❤️;2017-05-18 20:10:27;2017-05-18 20:10:27;1;;;;2017-06-12 08:00:00
;Zona Sul;Copacabana;;Rua Santa Clara;Túnel Rebouças;;CT: Bloco H;;Ar-condicionado e música boa! Contribuição de 4$;2019-04-09 00:20:22;2019-04-09 00:20:22;2,4;2019-07-09;;;2019-05-28 12:00:00
;Zona Oeste;Realengo;;Praça do Canhão ;Linha Vermelha, Avenida Brasil;;Reitoria;;Passando por: Letras, CCMN, CT, CCS. Contribuição 5,00. zap 991262845;2017-03-21 22:33:41;2017-04-19 11:59:25;;;;;2017-03-22 15:00:00
;Zona Norte;Abolição;;Engenhão ;Linha Amarela;;CCMN: Fundos;;Saio do estacionamento do IGEO. ;2016-04-11 08:30:24;2017-04-19 11:59:25;1,2,3,5;;;;2016-04-13 12:00:00
;Zona Norte;Tijuca;;rua do pizza grill, próximo a praça saens pena ;São Cristóvão, av maracanã, rua Santo Afonso (posso continuar na maracanã até próximo ao shopping tijuca) ;;CT: Bloco H;;;2016-06-10 13:30:57;2017-04-19 11:59:25;;;;;2016-06-10 14:00:00
;Zona Sul;Botafogo;;Cobal;Sao Clemente, Tunel Rebouças;;CT: Bloco A;;"Saio às 13h
Colaboração consciente para o gás 😉";2017-03-21 00:37:51;2017-04-19 11:59:25;2;;;2017-03-21 00:38:23;2017-04-11 13:30:00
;Zona Oeste;Campo Grande;;;West shopping, estação de Campos l Grande;;CCS: Frente;;;2019-02-07 08:35:11;2019-02-07 08:36:24;4;2019-04-07;;2019-02-07 08:36:24;2019-03-21 10:30:00
;Baixada;São João de Meriti;;casa do alemão / hospital da mulher;nobs / flores;;CCS: Frente;;;2017-03-20 23:35:41;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-03-23 20:00:00
;Zona Sul;Ipanema;;Praça Nossa Senhora da Paz;Rua Joana Angélica;;CT: Bloco A;;;2016-09-12 14:25:49;2017-04-19 11:59:25;2,4;;;;2016-09-20 15:00:00
;Zona Norte;Tijuca;;;Canabarro, América, Vermelha, Fundão;;CT: Bloco D;;Posso descer por São Cristóvão dependendo do transito da leopoldina ! ;2016-04-13 20:04:05;2017-04-19 11:59:25;2,4;;;2016-04-13 20:05:08;2016-06-02 21:00:00
;Zona Norte;Portuguesa;;Shopping Ilha Plaza ;Canárias/Estrada do Galeão ;;CCS;;;2016-04-09 18:06:12;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-04 08:00:00
;Baixada;São João de Meriti;;Shopping ;Shopping Grande Rio, Dutra - Hotel Nob's, Linha Vermelha. ;;CT;;"Não fumo; ar condicionado; sem animais; qualquer ajuda financeira é bem-vinda. ";2016-04-13 20:31:07;2017-04-19 11:59:25;2,4;;;;2016-05-31 21:00:00
;Baixada;Duque de Caxias;;Jardim Primavera;Washington Luiz;;CT;;Pra chegar 08h no Fundão;2017-05-04 16:30:34;2017-05-04 16:30:34;1,2,3,4,5;;;;2017-06-22 07:00:00
;Macaé;Bairro da Glória;;Cond Spazio Mistral na rua do CAp;Linha verde, linha azul ou aalborg, shopping, linha verde e linha azul;;Polo NUPEM;;;2019-03-13 08:49:43;2019-03-13 08:49:43;1;2019-07-18;;;2019-06-10 08:00:00
;Zona Sul;Copacabana;;Museu da imagem e som;Rebouças, Corte Do Cantagalo, Miguel Lemos, Posto 5;;CT: Bloco A;; Aceito contribuições :);2016-07-25 12:25:49;2017-04-19 11:59:25;;;;;2016-07-25 14:45:00
;Zona Norte;Vila da Penha;;Shopping Carioca ;Shopping Nova América ;;Letras;;;2016-04-09 18:16:15;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-06-22 07:30:00
;Baixada;Duque de Caxias;;Jardim Primavera;Washington Luiz;;CT;;Pra chegar 08h no Fundão;2017-05-04 16:30:34;2017-05-04 16:30:34;1,2,3,4,5;;;;2017-05-18 07:00:00
;Zona Sul;Botafogo;;Coppead;Linha vermelha, Túnel Rebouças, Humaita;;CT: Bloco A;;;2016-09-12 18:07:44;2017-04-19 11:59:25;1,4;;;;2016-11-17 21:00:00
;Zona Oeste;Bangu;;centro de Bangu;l.vermelha, av. brasil, realengo e padre miguel;;Letras;;;2017-10-06 10:18:14;2017-10-06 10:18:14;3,5;2017-12-10;;;2017-10-10 19:30:00
;Zona Norte;Grajaú;;;Vila Isabel, São Cristóvão ;;CCMN;;;2016-06-29 22:29:18;2017-04-19 11:59:25;;;;;2016-06-30 12:50:00
;Centro;Lapa;;Praça da Cruz Vermelha;Central do Brasil Cidade Nova Leopoldina;;CT;;99631 7324;2016-12-07 11:46:08;2017-04-19 11:59:25;2,3,4,5;;;;2016-12-15 12:50:00
;Zona Oeste;Barra da Tijuca;;Rio Design Barra;Av. Das Américas / Ayrton Senna / Linha Amarela / Fundão;;CT: Bloco D;;R$6,00;2016-04-28 15:15:40;2017-04-19 11:59:25;;;;;2016-04-29 17:00:00
;Zona Norte;Jardim Guanabara;;Restaurante Chua. ;Rua Cambauba, Estrada Do Galeão. ;;CT;;;2016-12-05 11:56:45;2017-04-19 11:59:25;1,4,5;;;;2017-02-13 17:45:00
;Zona Sul;Copacabana;;Hilário Toneleiro Rebouças ;;;CT;;4,00 de ajuda 😎;2016-11-29 00:11:37;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-03-23 01:00:00
;Zona Norte;Jardim Guanabara;;Praia da Bica;Cambaúba, Estrada do Galeão;;CCMN;;"Existem mais dois veículos que poderei estar usando além do Tucson(prata): Fiat Uno(branco) ou Fiesta(vermelho). Não fumo.
";2016-04-15 00:27:59;2017-04-19 11:59:25;2,3,4,5;;;2016-04-15 00:37:57;2016-05-18 08:00:00
;Zona Norte;Jardim Carioca;;;Estrada Do Galeao ;;CCMN: Frente;;Contribuições são bem-vindas :);2016-06-13 18:53:31;2017-04-19 11:59:25;;;;;2016-06-14 06:20:00
;Zona Sul;Botafogo;;Casa de Dança Carlinhos de Jesus;Rua Álvaro Ramos - Rua Tereza Guimarães - Rua Mena Barreto - Rua Visconde De Silva - Rua Humaita - Túnel Rebouças - Ilha Do Fundão;;CCS;;Ajuda de custo de R$4,00.;2017-02-19 14:34:53;2017-04-19 11:59:25;;;;2017-02-20 11:16:12;2017-02-22 09:30:00
;Zona Norte;Cachambi;;Colégio Santa Mônica ;Nova América ;;CCS: HUCFF;;;2017-03-16 15:39:41;2017-04-19 11:59:25;5;;;;2017-03-31 14:00:00
;Zona Norte;Maracanã;;Afonso pena;Leopoldina, Afonso Pena, Professor Gabizo( Altura da Mariz e Barros) ;;CT: Bloco H;;;2016-05-16 20:48:34;2017-04-19 11:59:25;1;2016-07-16;;;2016-05-16 21:45:00
;Baixada;Duque de Caxias;;Xerem;L Vermelha e W Luiz;;CT: Bloco D;;"Ajuda d custo: R$ 5,00
Cortesia grátis p quem precisar";2017-05-06 11:29:24;2017-05-06 11:29:24;1;;;;2017-06-26 17:00:00
;Zona Oeste;Barra da Tijuca;;Santa Mônica;Linha Amarela;;CT: Bloco A;;;2016-05-02 14:44:15;2017-04-19 11:59:25;1,2,3,4,5;;;2016-05-02 14:46:22;2016-05-10 15:00:00
;Zona Oeste;Recreio dos Bandeirantes;;Recreio shopping;Av. Das Américas;;CT;;A;2016-11-14 16:39:35;2017-04-19 11:59:25;3;;;2016-11-14 16:40:17;2016-12-14 23:00:00
;Baixada;Duque de Caxias;;Teatro Municipal Raul Cortês;Bairro centenário, Av. Leonel Brizola, Centro, Linha vermelha;;CCS;;"Contribuição: R$4,00
Local de encontro: Mc Donalds (Centro) às 17h50.";2018-11-28 19:10:13;2018-11-28 19:10:13;1,2,3,4,5;;;;2018-12-13 18:00:00
